city,local,total_price,unit_price,layout,area,floor,time
成都,青羊,118.0,14310,2室1厅,82.46,18.0,2021-03-17
南京,江宁,235.0,31163,2室2厅,75.41,6.0,2021-03-26
上海,闵行,215.0,68537,1室0厅,31.37,6.0,2021-03-24
苏州,昆山,345.5,25242,4室2厅,136.88,18.0,2020-12-27
北京,朝阳,950.0,85103,2室1厅,111.63,9.0,2021-03-25
苏州,昆山,155.0,17356,2室2厅,89.31,33.0,2021-02-16
成都,郫都,107.5,11371,2室1厅,94.54,30.0,2020-12-31
苏州,姑苏,163.0,28597,2室1厅,57.0,5.0,2021-03-13
上海,静安,315.0,51716,2室1厅,60.91,6.0,2021-03-18
上海,静安,335.0,71080,1室1厅,47.13,6.0,2021-02-24
上海,嘉定,305.0,46248,2室1厅,65.95,6.0,2021-03-26
上海,闵行,458.0,72942,2室1厅,62.79,6.0,2021-03-21
成都,天府新区,200.0,16445,3室2厅,121.62,11.0,2021-03-26
北京,东城,608.0,104021,2室1厅,58.45,6.0,2021-03-09
上海,徐汇,523.0,81262,2室1厅,64.36,6.0,2021-02-07
苏州,高新,227.0,24070,3室1厅,94.31,18.0,2020-05-31
苏州,姑苏,229.0,26154,3室2厅,87.56,29.0,2021-03-13
上海,浦东,930.0,92483,3室2厅,100.56,18.0,2021-03-07
上海,闵行,836.0,94850,2室2厅,88.14,11.0,2021-02-28
苏州,工业园区,328.0,40690,2室1厅,80.61,25.0,2021-03-19
上海,静安,430.0,81133,2室1厅,53.0,6.0,2021-01-29
成都,武侯,176.0,15927,3室2厅,110.51,11.0,2021-03-01
成都,温江,100.0,12398,2室1厅,80.66,33.0,2021-02-26
成都,青羊,162.0,20942,2室1厅,77.36,20.0,2021-02-19
上海,浦东,520.0,95151,1室1厅,54.65,18.0,2021-03-20
苏州,吴中,74.5,17270,2室1厅,43.14,18.0,2021-03-23
上海,虹口,363.0,62190,2室1厅,58.37,6.0,2021-03-12
上海,闵行,589.0,61851,3室2厅,95.23,6.0,2021-03-21
上海,杨浦,1130.0,103899,3室2厅,108.76,18.0,2021-02-27
成都,新都,121.0,13436,3室2厅,90.06,30.0,2021-03-28
成都,锦江,76.0,11491,2室1厅,66.14,7.0,2021-03-26
北京,大兴,410.0,49752,2室1厅,82.41,15.0,2021-03-26
成都,青白江,73.6,8174,3室2厅,90.05,17.0,2021-03-16
苏州,姑苏,280.0,35238,3室2厅,79.46,6.0,2021-03-25
成都,成华,265.0,30012,3室1厅,88.3,32.0,2021-03-27
成都,温江,108.0,13413,2室2厅,80.52,31.0,2021-01-20
上海,徐汇,598.0,96096,2室1厅,62.23,6.0,2021-02-19
成都,高新,404.0,44352,3室2厅,91.09,32.0,2020-10-11
南京,江宁,207.0,18383,2室2厅,112.61,16.0,2021-03-18
北京,海淀,759.0,121247,2室1厅,62.6,6.0,2021-03-28
成都,武侯,72.0,13506,2室1厅,53.31,11.0,2021-03-09
苏州,工业园区,408.0,45618,2室2厅,89.44,16.0,2019-07-20
成都,双流,93.0,15612,1室1厅,59.57,12.0,2020-10-29
成都,双流,188.0,16333,3室2厅,115.11,18.0,2021-02-23
苏州,高新,219.0,24453,3室2厅,89.56,9.0,2021-03-11
苏州,姑苏,206.0,26851,3室1厅,76.72,5.0,2021-02-20
上海,嘉定,1950.0,53983,5室3厅,361.23,3.0,2021-01-09
上海,闵行,335.0,56607,1室1厅,59.18,17.0,2021-03-20
上海,浦东,1450.0,105035,3室2厅,138.05,18.0,2021-01-14
上海,静安,1020.0,99049,2室2厅,102.98,18.0,2021-03-09
苏州,工业园区,425.0,44033,2室1厅,96.52,25.0,2021-03-25
成都,天府新区,188.0,22939,2室1厅,81.96,33.0,2021-03-21
成都,成华,69.0,13158,1室1厅,52.44,30.0,2021-03-08
苏州,工业园区,649.0,58469,3室2厅,111.0,18.0,2021-03-20
成都,青白江,83.0,7501,3室2厅,110.66,6.0,2021-03-26
上海,闵行,580.0,44275,3室2厅,131.0,13.0,2021-01-17
苏州,相城,281.0,29422,3室2厅,95.51,18.0,2020-03-23
上海,杨浦,1200.0,102591,3室2厅,116.97,11.0,2021-02-11
上海,宝山,540.0,44814,3室2厅,120.5,6.0,2020-09-12
上海,宝山,350.0,46880,2室1厅,74.66,6.0,2021-02-06
苏州,高新,436.0,41524,3室2厅,105.0,6.0,2021-02-25
成都,龙泉驿,175.0,16715,3室2厅,104.7,32.0,2020-08-24
成都,天府新区,261.0,22565,3室2厅,115.67,33.0,2021-02-28
苏州,工业园区,489.0,42456,3室1厅,115.18,18.0,2021-01-07
成都,武侯,175.0,21090,2室1厅,82.98,18.0,2021-03-30
上海,闵行,615.0,36902,4室2厅,166.66,6.0,2020-12-16
成都,天府新区,220.0,19520,3室2厅,112.71,26.0,2021-03-08
北京,海淀,770.0,127168,3室1厅,60.55,6.0,2021-03-30
成都,武侯,135.0,15198,2室2厅,88.83,15.0,2021-03-28
上海,浦东,800.0,116060,1室2厅,68.93,28.0,2021-02-28
苏州,姑苏,332.0,46317,3室1厅,71.68,4.0,2021-03-09
上海,普陀,528.0,77522,2室1厅,68.11,26.0,2021-03-10
成都,武侯,92.0,12369,2室1厅,74.38,6.0,2021-03-21
成都,天府新区,997.0,39791,4室2厅,250.56,42.0,2021-03-23
成都,温江,96.8,12774,2室1厅,75.78,23.0,2021-03-10
苏州,工业园区,432.0,41234,3室2厅,104.77,20.0,2021-02-03
成都,成华,156.0,19048,3室1厅,81.9,33.0,2021-03-27
上海,嘉定,780.0,74025,3室2厅,105.37,18.0,2021-03-14
上海,松江,355.0,40254,2室1厅,88.19,5.0,2021-03-13
上海,闵行,548.0,112365,1室1厅,48.77,6.0,2020-10-28
成都,天府新区,195.0,26402,3室1厅,73.86,32.0,2021-03-30
上海,闵行,868.0,63970,3室2厅,135.69,6.0,2021-03-10
苏州,昆山,99.0,13080,2室2厅,75.69,8.0,2021-03-01
南京,鼓楼,188.0,48832,1室1厅,38.5,7.0,2021-01-06
南京,建邺,362.0,39034,2室2厅,92.74,11.0,2020-11-01
北京,朝阳,320.0,43669,2室1厅,73.28,21.0,2021-03-04
苏州,工业园区,499.0,55805,2室2厅,89.42,18.0,2020-06-30
南京,建邺,695.0,67476,3室2厅,103.0,16.0,2021-01-22
北京,朝阳,442.0,68347,1室1厅,64.67,18.0,2021-03-09
北京,海淀,760.0,103135,3室1厅,73.69,6.0,2021-03-29
北京,通州,398.0,44740,2室1厅,88.96,6.0,2021-03-06
苏州,工业园区,695.0,42639,4室2厅,163.0,6.0,2021-03-18
苏州,吴江,176.0,22858,2室2厅,77.0,32.0,2021-03-24
成都,新都,155.0,14305,3室2厅,108.36,31.0,2021-04-02
北京,朝阳,558.0,66397,2室1厅,84.04,12.0,2021-03-16
北京,东城,700.0,128088,2室1厅,54.65,6.0,2021-03-26
北京,朝阳,850.0,105433,3室1厅,80.62,6.0,2021-03-14
南京,鼓楼,137.0,29174,2室1厅,46.96,6.0,2021-04-01
苏州,吴中,190.0,22086,2室2厅,86.03,6.0,2021-01-20
北京,朝阳,505.0,94252,1室1厅,53.58,16.0,2021-03-12
南京,鼓楼,460.0,85312,2室1厅,53.92,7.0,2021-04-01
苏州,吴中,282.0,29529,3室1厅,95.5,22.0,2021-03-31
苏州,工业园区,188.0,29375,2室1厅,64.0,11.0,2021-03-16
南京,江宁,988.0,37869,5室2厅,260.9,12.0,2021-04-03
南京,浦口,181.0,20340,2室2厅,88.99,18.0,2021-01-06
上海,嘉定,292.0,35763,2室2厅,81.65,11.0,2021-03-26
苏州,工业园区,2350.0,99157,4室2厅,237.0,2.0,2021-03-17
苏州,高新,215.0,22632,3室2厅,95.0,18.0,2020-07-11
苏州,相城,219.0,25878,3室2厅,84.63,30.0,2021-03-19
苏州,吴江,168.0,21003,2室1厅,79.99,18.0,2021-04-02
南京,浦口,208.0,22634,2室2厅,91.9,11.0,2021-03-02
苏州,昆山,205.0,17673,3室2厅,116.0,6.0,2019-09-15
南京,江宁,255.0,31800,2室2厅,80.19,16.0,2020-06-03
北京,朝阳,1460.0,99905,3室2厅,146.14,20.0,2021-03-15
北京,西城,1280.0,89094,3室1厅,143.67,15.0,2020-12-17
北京,海淀,670.0,87195,2室1厅,76.84,14.0,2021-04-03
北京,朝阳,760.0,63855,2室2厅,119.02,30.0,2021-03-06
苏州,昆山,205.0,13250,4室2厅,154.72,7.0,2021-03-31
北京,昌平,460.0,46526,2室1厅,98.87,6.0,2021-04-02
北京,朝阳,625.0,51445,2室1厅,121.49,21.0,2020-07-15
北京,朝阳,436.0,64080,1室1厅,68.04,10.0,2020-08-29
南京,鼓楼,300.0,52138,3室1厅,57.54,18.0,2021-03-15
苏州,姑苏,158.6,24344,3室1厅,65.15,17.0,2021-03-13
苏州,工业园区,1070.0,43943,5室2厅,243.5,18.0,2021-01-08
北京,朝阳,269.0,55556,1室1厅,48.42,6.0,2021-03-22
苏州,吴中,225.0,23702,3室2厅,94.93,18.0,2020-12-13
北京,海淀,875.0,78688,2室1厅,111.2,20.0,2019-10-19
苏州,姑苏,327.0,37608,2室2厅,86.95,17.0,2020-12-04
南京,江宁,440.0,35430,3室2厅,124.19,15.0,2020-12-24
成都,新都,85.0,9550,2室2厅,89.01,26.0,2020-12-29
上海,闵行,385.0,86034,1室1厅,44.75,6.0,2021-03-27
北京,海淀,815.0,76069,3室1厅,107.14,18.0,2021-02-23
南京,江宁,460.0,40355,3室1厅,113.99,33.0,2021-04-01
北京,房山,363.0,43287,2室1厅,83.86,21.0,2021-03-21
北京,昌平,420.0,44220,2室1厅,94.98,6.0,2021-03-29
南京,秦淮,312.0,56935,1室1厅,54.8,37.0,2019-05-25
北京,东城,875.0,100333,2室1厅,87.21,10.0,2021-02-28
苏州,昆山,269.0,30225,2室1厅,89.0,34.0,2021-03-16
北京,朝阳,768.0,58955,3室2厅,130.27,11.0,2020-09-18
北京,昌平,247.0,44787,1室1厅,55.15,7.0,2020-08-11
苏州,相城,245.0,27244,3室2厅,89.93,23.0,2021-03-24
南京,浦口,180.0,20455,3室1厅,88.0,28.0,2021-03-20
南京,玄武,239.0,28261,2室2厅,84.57,7.0,2020-12-25
北京,丰台,562.0,69178,3室1厅,81.24,18.0,2021-04-01
北京,通州,190.0,34155,1室1厅,55.63,15.0,2021-01-02
南京,玄武,420.0,75054,1室1厅,55.96,11.0,2021-04-01
北京,海淀,636.0,109845,2室1厅,57.9,6.0,2021-03-22
南京,秦淮,199.0,31109,2室1厅,63.97,7.0,2020-12-19
北京,海淀,427.0,105694,1室1厅,40.4,6.0,2021-03-23
南京,浦口,206.0,26243,3室2厅,78.5,18.0,2021-01-15
北京,朝阳,430.0,64575,1室1厅,66.59,11.0,2021-01-27
上海,徐汇,450.0,96464,2室0厅,46.65,3.0,2021-03-05
南京,浦口,225.0,22911,3室2厅,98.21,11.0,2021-02-28
南京,江宁,229.0,20214,3室2厅,113.29,18.0,2020-11-29
南京,江宁,238.0,27278,3室1厅,87.25,6.0,2021-03-30
南京,江宁,182.0,25094,2室1厅,72.53,16.0,2021-02-24
南京,秦淮,308.0,25434,3室2厅,121.1,7.0,2018-05-09
南京,浦口,218.0,23323,2室2厅,93.47,18.0,2020-10-02
南京,建邺,422.0,33951,3室2厅,124.3,6.0,2020-06-12
上海,浦东,168.0,32813,1室1厅,51.2,18.0,2021-03-07
北京,朝阳,985.0,85275,2室2厅,115.51,7.0,2020-07-02
苏州,高新,175.0,28670,2室1厅,61.04,5.0,2021-03-08
北京,朝阳,312.0,77845,1室1厅,40.08,6.0,2021-03-15
苏州,姑苏,134.0,24023,2室1厅,55.78,6.0,2021-03-21
北京,房山,288.0,31018,2室1厅,92.85,6.0,2021-03-27
北京,西城,1080.0,143598,3室1厅,75.21,5.0,2021-03-09
南京,江宁,180.0,19905,3室1厅,90.43,22.0,2021-03-13
上海,徐汇,530.0,79354,2室1厅,66.79,18.0,2021-03-28
上海,浦东,910.0,168052,2室1厅,54.15,6.0,2021-02-06
北京,海淀,475.0,87317,2室1厅,54.4,5.0,2021-03-14
北京,东城,675.0,112820,1室1厅,59.83,18.0,2020-01-13
上海,嘉定,240.0,34262,2室1厅,70.05,6.0,2021-03-21
南京,溧水,179.5,14917,3室2厅,120.34,18.0,2021-03-01
成都,武侯,185.0,22325,2室1厅,82.87,17.0,2021-04-01
北京,朝阳,285.0,61463,1室1厅,46.37,18.0,2021-02-01
南京,鼓楼,540.0,68217,3室1厅,79.16,7.0,2021-03-03
北京,大兴,328.0,60551,2室1厅,54.17,16.0,2020-11-01
南京,浦口,140.0,20115,2室1厅,69.6,18.0,2020-06-25
上海,徐汇,249.0,67171,1室1厅,37.07,6.0,2021-03-13
南京,溧水,84.8,9143,2室1厅,92.75,6.0,2021-03-30
南京,秦淮,275.0,34120,3室1厅,80.6,24.0,2021-03-22
北京,朝阳,295.0,48172,2室1厅,61.24,6.0,2021-04-01
成都,武侯,340.0,23187,3室2厅,146.64,16.0,2021-01-30
北京,石景山,325.0,54494,2室1厅,59.64,6.0,2021-03-14
上海,嘉定,368.0,41284,3室2厅,89.14,11.0,2021-03-15
北京,西城,1366.0,137980,2室1厅,99.0,5.0,2020-05-02
北京,朝阳,800.0,72834,2室2厅,109.84,20.0,2021-03-09
苏州,吴中,207.0,24940,3室1厅,83.0,18.0,2021-03-07
北京,海淀,880.0,72321,2室1厅,121.68,10.0,2021-03-12
北京,昌平,538.0,38094,3室2厅,141.23,15.0,2020-10-25
北京,朝阳,490.0,69791,2室1厅,70.21,6.0,2021-03-22
上海,松江,675.0,51598,3室2厅,130.82,10.0,2021-03-12
北京,海淀,643.0,109727,2室1厅,58.6,6.0,2021-03-26
南京,建邺,168.0,29888,2室1厅,56.21,7.0,2021-03-19
南京,江宁,293.0,32922,2室2厅,89.0,11.0,2021-02-20
北京,东城,1213.0,138344,2室1厅,87.68,9.0,2021-03-30
上海,黄浦,1450.0,174699,1室2厅,83.0,8.0,2020-09-19
北京,丰台,336.0,60183,1室1厅,55.83,10.0,2020-06-22
南京,玄武,473.0,48454,2室1厅,97.62,10.0,2021-04-02
苏州,昆山,86.0,21867,2室2厅,39.33,13.0,2020-08-25
成都,金牛,93.0,14388,2室1厅,64.64,31.0,2021-03-19
上海,闵行,327.0,45652,2室1厅,71.63,13.0,2021-03-12
南京,雨花台,213.0,34573,2室1厅,61.61,6.0,2020-08-11
南京,六合,230.0,20999,3室2厅,109.53,6.0,2021-03-10
苏州,昆山,600.0,42617,4室2厅,140.79,26.0,2021-01-02
北京,顺义,215.0,37353,1室1厅,57.56,6.0,2021-02-18
上海,宝山,749.0,60688,4室2厅,123.42,17.0,2021-03-20
北京,昌平,586.0,29921,4室2厅,195.85,6.0,2021-03-09
北京,海淀,518.0,136676,1室1厅,37.9,5.0,2021-03-13
北京,海淀,810.0,159764,2室1厅,50.7,6.0,2021-03-18
成都,锦江,172.0,19422,3室2厅,88.56,32.0,2021-03-15
上海,浦东,425.0,87413,2室1厅,48.62,6.0,2021-01-13
成都,双流,171.0,13740,3室1厅,124.46,11.0,2021-02-26
北京,朝阳,1765.0,111498,3室1厅,158.3,22.0,2020-11-20
上海,浦东,265.0,32516,2室2厅,81.5,14.0,2021-01-30
上海,徐汇,445.0,74515,2室1厅,59.72,6.0,2021-03-01
南京,秦淮,228.0,40127,2室1厅,56.82,7.0,2021-03-31
北京,朝阳,560.0,67552,2室1厅,82.9,21.0,2021-04-01
成都,高新,158.0,19271,2室1厅,81.99,18.0,2021-03-23
成都,成华,128.0,17209,2室1厅,74.38,17.0,2021-03-26
南京,浦口,375.0,29943,3室2厅,125.24,12.0,2021-03-31
北京,石景山,629.0,55041,2室1厅,114.28,24.0,2021-03-01
南京,玄武,448.0,83833,2室1厅,53.44,6.0,2021-03-28
北京,朝阳,539.0,86007,2室1厅,62.67,20.0,2021-01-14
上海,黄浦,1288.0,128020,2室2厅,100.61,34.0,2021-03-31
北京,石景山,1090.0,74019,3室1厅,147.26,9.0,2021-01-29
南京,栖霞,145.0,18881,2室2厅,76.8,18.0,2021-03-04
上海,长宁,333.0,64648,2室1厅,51.51,6.0,2021-01-16
南京,雨花台,190.0,22202,3室2厅,85.58,18.0,2021-03-01
上海,浦东,1728.0,126012,3室2厅,137.13,16.0,2021-01-14
苏州,姑苏,205.0,16818,3室1厅,121.9,6.0,2020-11-26
上海,宝山,550.0,59595,2室2厅,92.29,6.0,2021-02-21
南京,玄武,138.0,30852,2室1厅,44.73,5.0,2020-12-11
南京,江宁,149.0,13797,3室2厅,108.0,6.0,2021-02-28
南京,鼓楼,134.0,28253,2室1厅,47.43,6.0,2021-03-11
成都,温江,189.0,8247,4室3厅,229.19,6.0,2020-04-25
上海,虹口,455.0,67528,2室1厅,67.38,6.0,2021-03-26
北京,通州,425.0,48672,3室1厅,87.32,29.0,2021-01-27
成都,青羊,245.0,27873,3室2厅,87.9,21.0,2021-03-24
南京,鼓楼,389.0,59939,2室1厅,64.9,7.0,2020-07-16
苏州,张家港,238.0,17585,3室2厅,135.35,19.0,2021-03-28
上海,浦东,550.0,71253,2室2厅,77.19,6.0,2021-03-09
南京,玄武,150.0,29604,2室1厅,50.67,6.0,2021-02-19
南京,栖霞,305.0,25396,4室2厅,120.1,6.0,2021-03-28
南京,溧水,109.0,8258,3室2厅,132.0,33.0,2021-03-07
成都,成华,76.0,13804,2室1厅,55.06,22.0,2021-03-31
北京,朝阳,489.0,83791,1室1厅,58.36,20.0,2021-04-01
上海,闵行,170.0,37736,1室1厅,45.05,5.0,2021-02-28
成都,成华,155.0,15293,3室1厅,101.36,18.0,2020-02-21
南京,玄武,520.0,69790,3室1厅,74.51,6.0,2021-01-29
南京,鼓楼,850.0,51789,4室2厅,164.13,18.0,2021-03-28
苏州,高新,280.0,32196,3室2厅,86.97,27.0,2020-12-17
南京,浦口,180.0,20166,3室2厅,89.26,11.0,2021-02-21
成都,青羊,78.0,10986,2室1厅,71.0,8.0,2021-03-21
成都,成华,168.0,18407,2室2厅,91.27,18.0,2020-03-12
上海,普陀,280.0,58128,1室1厅,48.17,7.0,2021-01-14
南京,栖霞,218.0,25220,3室1厅,86.44,34.0,2019-10-21
上海,长宁,410.0,58580,2室1厅,69.99,6.0,2021-01-28
成都,锦江,136.0,20206,2室1厅,67.31,34.0,2021-03-12
苏州,吴中,153.0,16345,3室1厅,93.61,22.0,2021-03-24
南京,鼓楼,458.0,50028,3室1厅,91.55,33.0,2021-03-03
上海,浦东,368.0,58090,2室1厅,63.35,6.0,2021-03-21
苏州,昆山,400.0,22319,4室2厅,179.22,3.0,2019-04-10
成都,双流,237.0,16881,3室1厅,140.4,13.0,2021-03-16
上海,浦东,445.0,57598,2室1厅,77.26,6.0,2021-03-19
北京,房山,369.0,45461,3室1厅,81.17,9.0,2021-03-21
北京,朝阳,555.0,94824,1室1厅,58.53,26.0,2021-03-29
南京,雨花台,119.0,19502,2室1厅,61.02,8.0,2021-03-14
南京,鼓楼,750.0,68802,3室2厅,109.01,12.0,2021-03-25
南京,建邺,219.0,33970,2室1厅,64.47,7.0,2020-11-08
南京,秦淮,225.0,25281,3室2厅,89.0,11.0,2021-04-01
上海,浦东,1200.0,71036,4室2厅,168.93,31.0,2021-03-13
成都,武侯,159.0,19150,3室2厅,83.03,14.0,2020-11-24
成都,双流,96.0,9930,3室1厅,96.68,11.0,2021-02-03
苏州,吴中,69.5,14851,3室2厅,46.8,10.0,2020-07-09
上海,浦东,490.0,106430,3室0厅,46.04,5.0,2021-03-26
北京,朝阳,328.0,45683,2室1厅,71.8,20.0,2021-03-13
苏州,姑苏,248.8,44789,3室1厅,55.55,5.0,2021-04-01
苏州,姑苏,159.0,25551,2室1厅,62.23,5.0,2021-03-19
苏州,吴中,111.0,26511,1室1厅,41.87,16.0,2020-10-24
南京,六合,135.0,14984,3室1厅,90.1,19.0,2020-12-19
上海,徐汇,850.0,112703,2室2厅,75.42,14.0,2021-03-05
南京,江宁,218.0,25796,2室2厅,84.51,6.0,2020-04-09
苏州,昆山,129.0,13871,3室2厅,93.0,17.0,2021-03-15
上海,宝山,575.0,51528,3室2厅,111.59,18.0,2021-01-16
成都,彭州,72.0,8369,2室2厅,86.04,25.0,2020-09-29
北京,东城,510.0,100158,2室0厅,50.92,12.0,2021-03-28
苏州,昆山,96.0,11984,2室2厅,80.11,7.0,2021-03-29
南京,雨花台,160.0,29091,2室1厅,55.0,18.0,2021-03-22
苏州,姑苏,355.0,37920,2室2厅,93.62,18.0,2021-03-23
苏州,昆山,98.0,14203,2室1厅,69.0,11.0,2021-03-10
苏州,吴中,154.0,23537,2室1厅,65.43,14.0,2021-03-20
苏州,高新,270.0,27599,3室2厅,97.83,27.0,2021-03-20
南京,玄武,195.0,30318,2室1厅,64.32,7.0,2021-04-01
南京,江宁,159.0,27217,1室1厅,58.42,21.0,2018-10-11
南京,浦口,175.0,20225,2室1厅,86.53,32.0,2021-03-24
上海,浦东,269.0,58644,1室1厅,45.87,6.0,2021-03-13
上海,闵行,540.0,97456,1室1厅,55.41,6.0,2021-03-08
上海,长宁,560.0,71648,2室1厅,78.16,26.0,2021-03-28
成都,天府新区,195.0,22084,2室2厅,88.3,27.0,2021-02-25
苏州,工业园区,504.0,36000,4室2厅,140.0,25.0,2021-03-01
南京,鼓楼,440.0,45906,3室1厅,95.85,28.0,2021-03-08
苏州,高新,170.6,22448,2室1厅,76.0,21.0,2021-03-21
上海,普陀,720.0,67944,3室2厅,105.97,6.0,2021-03-17
成都,天府新区,208.0,17327,3室1厅,120.05,6.0,2021-03-31
成都,成华,168.0,19819,3室1厅,84.77,33.0,2021-03-07
苏州,工业园区,419.0,42069,2室2厅,99.6,33.0,2020-08-15
成都,郫都,40.0,7080,2室0厅,56.5,22.0,2020-09-06
上海,嘉定,595.0,49804,3室2厅,119.47,13.0,2021-03-21
苏州,昆山,305.0,19552,3室2厅,156.0,3.0,2020-09-11
成都,武侯,133.5,15633,2室1厅,85.4,15.0,2021-02-25
上海,徐汇,710.0,92304,3室1厅,76.92,6.0,2021-03-16
成都,天府新区,320.0,23958,3室2厅,133.57,18.0,2021-02-24
上海,浦东,780.0,122277,1室1厅,63.79,4.0,2021-03-06
上海,徐汇,1350.0,116641,2室2厅,115.74,18.0,2021-02-24
上海,嘉定,350.0,34314,3室2厅,102.0,18.0,2021-03-31
上海,松江,226.0,39141,1室1厅,57.74,15.0,2021-03-24
北京,朝阳,640.0,64739,2室2厅,98.86,27.0,2019-06-28
北京,西城,1115.0,129366,3室1厅,86.19,6.0,2021-03-09
上海,长宁,278.0,73858,1室0厅,37.64,6.0,2021-03-06
上海,静安,344.0,74138,2室0厅,46.4,5.0,2021-03-25
成都,成华,98.0,12182,2室2厅,80.45,7.0,2021-03-21
成都,锦江,240.0,27317,3室1厅,87.86,33.0,2021-03-23
北京,东城,515.0,83092,1室0厅,61.98,16.0,2021-03-29
成都,金牛,106.0,13072,2室1厅,81.09,23.0,2021-03-10
苏州,昆山,240.2,21837,3室2厅,110.0,34.0,2021-03-14
成都,金牛,106.0,12056,2室2厅,87.93,18.0,2021-03-09
成都,高新,195.0,24921,3室1厅,78.25,24.0,2021-03-30
成都,青羊,148.0,17073,3室2厅,86.69,18.0,2021-03-23
成都,郫都,54.0,8857,2室2厅,60.97,18.0,2020-11-29
苏州,工业园区,398.0,38856,3室1厅,102.43,33.0,2020-09-27
成都,青羊,71.0,12229,1室1厅,58.06,28.0,2020-06-14
苏州,昆山,105.0,14758,2室1厅,71.15,21.0,2021-02-20
上海,浦东,335.0,44489,1室2厅,75.3,4.0,2021-03-25
成都,新都,86.0,11738,2室1厅,73.27,23.0,2021-04-02
上海,普陀,335.0,67732,2室1厅,49.46,6.0,2021-03-11
成都,新都,102.0,11674,2室2厅,87.38,18.0,2021-03-28
成都,天府新区,229.0,21694,3室2厅,105.56,26.0,2021-03-04
北京,西城,938.0,161446,2室1厅,58.1,6.0,2021-03-01
苏州,昆山,182.0,19254,3室2厅,94.53,26.0,2020-12-26
成都,高新西,111.0,12786,3室1厅,86.82,27.0,2020-12-07
苏州,工业园区,368.0,38905,2室2厅,94.59,25.0,2021-03-27
南京,江宁,125.0,19456,2室1厅,64.25,34.0,2021-03-29
成都,成华,138.0,15295,3室2厅,90.23,22.0,2021-02-24
北京,大兴,265.0,41799,2室2厅,63.4,6.0,2021-03-21
上海,虹口,720.0,71084,3室2厅,101.29,6.0,2021-02-28
成都,高新,228.0,25430,3室2厅,89.66,33.0,2021-03-27
南京,浦口,308.0,23403,3室2厅,131.61,33.0,2021-03-29
南京,栖霞,162.0,18600,3室1厅,87.1,27.0,2020-12-20
南京,鼓楼,335.0,66787,2室1厅,50.16,7.0,2020-05-13
成都,温江,152.0,16138,3室2厅,94.19,25.0,2021-03-19
苏州,相城,236.0,23885,3室2厅,98.81,24.0,2020-07-05
苏州,昆山,310.0,31633,3室1厅,98.0,32.0,2021-03-28
苏州,昆山,125.0,21248,1室1厅,58.83,6.0,2021-03-25
成都,新都,82.0,10124,2室1厅,81.0,26.0,2021-01-09
北京,通州,319.0,30425,3室1厅,104.85,6.0,2021-03-26
成都,温江,89.8,8719,3室2厅,103.0,17.0,2019-07-20
北京,丰台,620.0,54771,2室2厅,113.2,11.0,2021-03-08
北京,丰台,800.0,59361,3室2厅,134.77,11.0,2021-03-24
成都,锦江,190.0,24692,2室2厅,76.95,33.0,2021-03-18
上海,浦东,305.0,38130,2室1厅,79.99,18.0,2021-03-25
成都,双流,128.0,14642,3室1厅,87.42,18.0,2021-01-11
苏州,高新,178.0,20173,3室2厅,88.24,24.0,2021-01-29
北京,朝阳,433.0,77752,2室1厅,55.69,6.0,2021-02-23
北京,西城,595.0,86295,2室1厅,68.95,15.0,2021-03-13
上海,徐汇,550.0,68837,2室1厅,79.9,20.0,2021-03-06
苏州,昆山,128.0,20780,2室1厅,61.6,26.0,2021-03-10
苏州,昆山,410.0,29928,3室2厅,137.0,6.0,2021-04-02
南京,浦口,282.0,23954,3室1厅,117.73,11.0,2021-03-20
北京,昌平,306.0,68243,1室1厅,44.84,22.0,2021-03-07
苏州,姑苏,178.0,18084,3室2厅,98.43,5.0,2020-09-21
北京,朝阳,330.0,55175,1室1厅,59.81,12.0,2021-03-16
南京,建邺,750.0,66863,4室2厅,112.17,31.0,2021-03-19
上海,松江,450.0,49084,2室2厅,91.68,16.0,2021-03-17
上海,静安,360.0,75694,1室1厅,47.56,15.0,2021-03-30
苏州,吴中,229.0,25088,3室2厅,91.28,30.0,2021-03-21
成都,郫都,208.0,17898,4室2厅,116.22,25.0,2021-02-23
南京,江宁,320.0,26390,3室1厅,121.26,24.0,2021-03-21
成都,高新西,148.0,16264,3室1厅,91.0,29.0,2021-03-26
南京,鼓楼,345.0,51317,3室1厅,67.23,5.0,2020-06-09
上海,松江,418.0,46250,3室2厅,90.38,14.0,2021-02-27
苏州,相城,209.9,23511,3室2厅,89.28,27.0,2021-03-19
南京,鼓楼,497.0,76971,3室2厅,64.57,7.0,2021-03-01
北京,东城,1760.0,126692,3室2厅,138.92,10.0,2021-02-24
南京,建邺,228.0,28565,3室1厅,79.82,7.0,2019-07-14
上海,杨浦,238.0,58120,1室1厅,40.95,6.0,2020-11-27
苏州,相城,185.0,20375,2室1厅,90.8,22.0,2019-10-18
苏州,工业园区,247.0,27897,2室2厅,88.54,5.0,2020-12-26
成都,高新,450.0,35998,3室2厅,125.01,32.0,2021-03-23
北京,大兴,630.0,58885,3室1厅,106.99,9.0,2020-09-03
北京,朝阳,350.0,78652,1室1厅,44.5,6.0,2020-12-26
上海,浦东,308.0,40811,2室1厅,75.47,14.0,2021-03-16
苏州,姑苏,208.0,28082,3室1厅,74.07,6.0,2019-12-18
上海,宝山,480.0,58175,3室1厅,82.51,6.0,2021-03-29
